상권_코드_명,상권별_매출액_평균,상권별_매출건수_평균,프랜차이즈_점포_수,식료품_지출_총금액,교통_지출_총금액,점포_수,개업_점포_수,폐업_점포_수,시군구_명,시간대_아침점심_생활인구_수,시간대_오후저녁_생활인구_수,시간대_밤새벽_생활인구_수
용두희망어린이공원,903981044.6612904,6680.774193548387,6,128105088.0,99459722.0,94,10,2,동대문구,17019,13487,17527
자동차부품상가,224980122.3478261,4573.608695652174,1,174969428.0,98473130.0,446,5,3,동대문구,9430,7944,10668
장안1동주민센터,651197982.6202532,35466.898734177215,47,1463564819.0,891684530.0,646,64,17,동대문구,40776,36969,49320
장안교,28589486.35714286,576.7857142857143,0,40360183.0,24827084.0,19,2,0,동대문구,1381,1403,1141
장안근린공원,306598244.48717946,18102.188034188035,15,710689183.0,365923250.0,307,34,5,동대문구,29397,29101,32927
장안현대홈타운1차아파트,266809243.0652174,18624.760869565216,12,388513522.0,273751269.0,151,16,5,동대문구,19703,18468,25723
장평중학교,812553849.4684684,12288.621621621622,21,969868752.0,660777284.0,331,19,5,동대문구,46766,37326,54677
전곡마을마당공원,147993242.8433735,5390.265060240964,15,482428199.0,230440184.0,191,13,2,동대문구,40745,38722,41890
전농119안전센터,90162277.84375,2140.25,1,64033831.0,32535135.0,33,4,1,동대문구,3591,3093,4804
전농1동주민센터(전농시장),46222612.5625,2772.3125,1,106025779.0,48766191.0,46,6,0,동대문구,9711,8994,9003
전농중학교,160103372.43636364,11497.927272727273,12,177965243.0,93101288.0,124,17,2,동대문구,5746,6059,5063
제기동역 1번,1350559514.025641,11848.179487179486,4,288552868.0,227264556.0,73,1,1,동대문구,18972,16227,18719
제기동역 6번,427726299.1650485,17343.961165048542,19,602182488.0,391047652.0,317,36,7,동대문구,48160,39645,55352
종암초등학교,95296474.39130434,7287.04347826087,2,41985467.0,33592150.0,50,7,1,동대문구,2982,2531,3625
청량초등학교,81674648.31707317,6781.731707317073,2,86808058.0,38982489.0,42,7,0,동대문구,6479,5129,7097
촬영소사거리,153295841.3838384,8684.828282828283,9,175754502.0,89989546.0,145,12,3,동대문구,1796,1704,2108
텃골근린공원,151686731.46296296,12752.944444444443,12,484255840.0,248408739.0,125,20,2,동대문구,27566,22942,41508
한국의류시험연구원,248900874.08695653,10843.717391304348,3,72177331.0,41410771.0,85,7,1,동대문구,10741,9915,7544
홍릉근린공원,166016582.26666668,12547.733333333334,1,196864142.0,57728612.0,31,3,0,동대문구,6418,5095,8175
홍릉시장,253109341.325,8285.05,4,180044720.0,90114740.0,164,13,3,동대문구,9349,8879,8757
홍파초등학교,790513619.3921568,19714.254901960783,3,239438875.0,115940828.0,121,5,2,동대문구,7023,6443,6442
회기역 1번,96925540.6190476,10480.666666666666,8,167843549.0,84331060.0,55,4,0,동대문구,14329,10214,19123
회기역 2번,135077187.875,3948.75,0,16886938.0,11081170.0,12,5,0,동대문구,2613,2122,2492
갈산공원,730948675.64,19292.64,0,6196692.0,4992376.0,40,4,0,양천구,621,586,452
강서고등학교,106226387.60240965,9237.67469879518,14,805544942.0,517557178.0,185,23,4,양천구,33696,25372,50561
계남근린공원,59768298.86363637,4488.590909090909,1,354986525.0,189864940.0,42,7,0,양천구,8697,7007,13427
금빛새마을금고본점,187452445.925,3942.725,3,125115373.0,84602853.0,62,11,1,양천구,5854,5981,6679
달마을공원,144554855.59302327,11095.593023255817,10,546961142.0,389899034.0,127,15,2,양천구,10099,9870,13915
등촌역 4번,34966523.97727273,3087.2954545454545,5,350328086.0,220771854.0,75,12,2,양천구,11669,11435,13983
메디힐병원,341764273.2083333,11976.658333333333,19,770517981.0,485980599.0,264,16,5,양천구,10870,9405,12905
목4동주민센터,71537323.19565217,1447.9347826086955,3,174566310.0,111645733.0,64,7,1,양천구,6397,6947,8526
목동로데오거리,384357088.53521127,2959.549295774648,7,294271789.0,201625632.0,136,14,2,양천구,8006,7004,10093
목동문화체육센터,108340356.02173913,4372.391304347826,5,314845813.0,242067034.0,32,6,0,양천구,8065,7190,12283
목동보건지소,229472209.71895424,10542.91503267974,27,1076017151.0,754374416.0,316,37,8,양천구,49964,40613,71653
목동센트럴아이파크앞,288641490.1458333,10639.125,9,107777146.0,84197576.0,88,16,1,양천구,1888,1492,2495
목동역 5번,384487568.4107143,8283.214285714286,7,114199331.0,78003596.0,62,7,1,양천구,2609,3508,2183
서서울호수공원,109809574.1627907,10889.790697674418,9,445702727.0,232280927.0,96,12,2,양천구,12240,10114,14630
서울금융고등학교,100730359.07246377,6209.130434782609,5,195719066.0,122587765.0,76,6,1,양천구,6313,6151,6314
신목동역,88888627.2,2127.0,1,236546702.0,168900135.0,55,5,1,양천구,4586,3498,6643
신서초등학교,273760516.9558824,10464.838235294115,11,127012039.0,89979003.0,120,21,4,양천구,5818,5833,5499
신월1동우편취급국,223679594.5982143,13456.9375,16,969851515.0,599978787.0,233,24,5,양천구,24157,19923,34995
신월1동주민센터,268711812.37234044,13262.755319148937,12,768509984.0,453823610.0,218,25,8,양천구,29084,23352,39311
신월1파출소,166651781.29245284,9961.745283018869,6,502223941.0,295458747.0,186,16,3,양천구,22821,19660,29524
신월2동주민센터,109270106.42342342,6391.603603603604,9,1075349415.0,707937014.0,183,13,3,양천구,45889,34428,65777
신월3동주민센터,181174175.28467157,11842.16788321168,24,894130142.0,313095573.0,235,24,7,양천구,22349,17286,30309
신월4동주민센터,166591329.71296296,7392.361111111111,18,741040904.0,470185112.0,192,21,4,양천구,29960,25750,40107
신월7동주민센터,199061518.84684685,13415.72072072072,10,602157528.0,305383322.0,174,10,4,양천구,8765,8853,12840
신월문화체육센터,168750087.35507247,10617.884057971014,21,540911857.0,278128542.0,229,17,5,양천구,13503,12663,16507
신월시영아파트중문,77528378.20224719,2908.5730337078653,4,185074645.0,89781834.0,86,7,2,양천구,4461,4630,4161
신월중학교,124929743.46,4105.63,9,413018124.0,280746921.0,105,17,4,양천구,7963,6384,7500
신정2동주민센터,416983748.51079136,11879.309352517985,40,333102645.0,232737552.0,348,41,6,양천구,18353,17445,22817
신정네거리역 2번,139747619.70588234,15559.0,1,291692703.0,210758973.0,37,7,1,양천구,19911,12542,25563
신정네거리역 4번,97898081.1388889,4591.583333333333,3,97094374.0,46937141.0,53,2,2,양천구,5862,5864,6628
신정롯데캐슬아파트,327132711.9741379,13016.5,22,314969375.0,173193025.0,245,31,5,양천구,21069,21699,25689
신정역 1번,136100473.38181818,11587.927272727273,10,703864188.0,448482634.0,101,12,3,양천구,27199,24390,36381
신정역 5번,110855061.86238532,7318.633027522936,14,1124428478.0,701758756.0,262,24,5,양천구,34752,27798,51766
신한은행 신월동지점,368014981.4160584,22034.467153284677,28,905274355.0,660953998.0,244,20,4,양천구,28526,21648,45647
양목초등학교,42103515.25,2016.3333333333333,2,106651915.0,73810949.0,39,5,1,양천구,5420,4282,6222
양화초등학교,77982352.49275362,5451.608695652174,8,901616905.0,593070355.0,152,15,2,양천구,29327,21218,42410
지향초등학교,229410988.4554456,15280.90099009901,19,31092035.0,18986198.0,85,15,1,양천구,2638,1993,2909
갈현건영아파트,76156416.12698413,6917.9682539682535,6,871825024.0,556781348.0,111,6,5,은평구,19404,14453,27951
구산보건지소,160524247.35384616,8487.953846153847,16,1073002479.0,783523157.0,254,36,7,은평구,37179,28410,46207
구산역 1번,243173325.69166663,11458.475,26,1365239567.0,922853786.0,292,39,6,은평구,43977,38352,55955
구산역 2번,130153453.92,9553.12,9,598080312.0,399113053.0,107,15,1,은평구,21031,15982,31722
구산역 4번,371749277.2,25596.295652173914,16,733662344.0,513367412.0,277,40,6,은평구,38699,34574,54271
구산초등학교,22887679.25,619.4375,0,233737637.0,154498931.0,32,5,1,은평구,9329,8341,14041
내를건너서숲으로도서관,74948853.6,4744.911111111112,5,203470094.0,128619772.0,74,6,3,은평구,6341,5940,5650
녹번동근린공원,130774439.51219513,8365.024390243903,7,687874498.0,491769561.0,91,12,1,은평구,13110,9981,19177
덕산중학교,13470073.615384616,294.6923076923077,1,182015758.0,110726834.0,24,5,1,은평구,11092,8685,15034
백련산해모로아파트,115230073.5609756,8311.560975609756,9,393696440.0,277657788.0,115,20,3,은평구,13423,9962,20184
불광역 3번,107270693.23076925,3301.2051282051284,1,200370262.0,129779471.0,59,11,1,은평구,10114,7962,12922
불광역 7번,442076139.8585858,24352.272727272728,18,413589353.0,291078850.0,281,25,6,은평구,60523,52741,79717
불광역 8번,234749052.64864865,10723.148648648648,12,119523183.0,58523350.0,63,9,3,은평구,978,1196,689
불광중학교,126112957.375,11290.708333333334,1,266646755.0,155033565.0,37,3,1,은평구,4674,3651,6404
상신초등학교입구,165070219.48214287,11162.30357142857,2,312390884.0,187629184.0,68,7,1,은평구,10972,10914,15088
새절역 2번,122746786.2037037,8791.518518518518,6,169212602.0,108012578.0,62,7,1,은평구,5654,6301,4607
새절역 3번,122188480.53398058,7156.980582524272,17,390184659.0,256294412.0,173,16,4,은평구,19909,18381,23422
선일여고,130648865.96153846,10528.596153846154,21,782325558.0,547140720.0,208,31,5,은평구,25559,19579,30461
선정중학교,126452217.76470588,8909.45588235294,9,821860557.0,585982426.0,108,12,2,은평구,24104,16852,35106
세명컴퓨터고등학교,1008574455.3157896,15176.912280701754,9,551841913.0,377535039.0,73,6,1,은평구,22181,19480,32008
수색성당,146245318.11764705,4540.470588235294,1,63588936.0,52881010.0,30,12,0,은평구,3335,3053,4062
수색역 1번,9737607.0,341.8333333333333,1,68026923.0,36611056.0,17,0,0,은평구,2326,1892,2451
시립서북병원,177287917.1690141,15220.73943661972,24,1262912995.0,905281696.0,313,28,7,은평구,42788,34461,59501
신사1동주민센터,720932748.4529915,9712.940170940172,15,1114515908.0,803059713.0,261,25,5,은평구,38376,31473,58453
신진과학기술고등학교,178093174.88764045,11184.23595505618,12,215791610.0,166797187.0,113,15,2,은평구,17289,14364,24545
역촌노인복지관,190860834.972028,13722.391608391608,20,1029233064.0,742970586.0,250,31,6,은평구,42313,33327,63209
역촌역 2번,73417946.02272727,5298.204545454545,3,158363297.0,109570603.0,52,7,1,은평구,3443,3896,3816
역촌역 3번,184651740.40963852,15131.843373493975,18,1199915559.0,745109020.0,147,10,3,은평구,35329,28344,49066
연신내역 2번,219140796.51612905,11495.290322580646,7,341895771.0,200119285.0,143,12,2,은평구,22529,18784,29563
연신내역 3번,68020570.05357143,2808.714285714286,3,346870307.0,241337821.0,77,9,1,은평구,9005,8297,11455
연신내역 4번,284546595.1652174,12430.478260869566,23,822688254.0,528361892.0,258,31,5,은평구,24065,21186,31846
연신내역 5번,250348498.32038835,9126.281553398056,18,562662678.0,393350951.0,173,28,5,은평구,9107,9008,13246
연신내역 7번,200853753.36585367,11984.983739837398,13,331923928.0,207569973.0,193,19,5,은평구,31527,34449,36611
연신내우체국,74779237.3908046,3859.4597701149423,7,260618032.0,165827205.0,121,14,1,은평구,11883,8751,17311
연신초등학교,101126763.5,5078.928571428572,2,150973011.0,101172441.0,55,0,1,은평구,7696,5628,11363
연천초등학교,73258559.86885247,6318.131147540984,10,343234936.0,217477331.0,41,5,2,은평구,10720,8024,16597
예일여고,72225736.87628865,4310.556701030928,7,579694742.0,418195772.0,126,9,3,은평구,16133,14078,19579
우리은행응암동지점,237016188.69892472,15954.150537634408,14,371657498.0,272909801.0,132,9,2,은평구,10604,9986,12348
은평구청,278238863.7604167,15757.895833333334,23,327330067.0,260065533.0,176,22,4,은평구,19866,20809,22218
은평세무서,886805558.4761904,12547.119047619048,7,404226014.0,286519709.0,253,17,6,은평구,10309,9347,11247
은평요양병원,252194717.29,15227.09,15,124836745.0,77919222.0,165,18,5,은평구,13716,12244,16763
응암1동주민센터,175593104.5357143,14376.82142857143,9,317223811.0,229082369.0,115,16,2,은평구,8784,7696,11957
응암3동주민센터,312348482.8382353,18509.720588235294,7,199470163.0,132198907.0,89,9,2,은평구,11280,11621,12881
응암동우체국,374159454.5533981,17653.64077669903,13,466610639.0,282283538.0,194,19,6,은평구,38385,28270,61557
응암역 2번,177981805.58585858,11058.868686868687,17,595065938.0,429917012.0,199,18,2,은평구,17899,18946,21093
응암역 3번,283337876.7352941,16831.54411764706,24,1489231498.0,1081823128.0,380,52,13,은평구,76948,70521,103825
응암정보도서관,249808385.4848485,13606.09696969697,21,690612848.0,399123621.0,397,38,10,은평구,34185,29729,40468
증산역 3번,167534266.28099173,11090.438016528926,15,649537561.0,469085825.0,179,13,1,은평구,23840,19540,32208
증산역 4번,231320435.93103448,11544.827586206897,10,703489360.0,456621306.0,216,11,3,은평구,28696,22773,42297
하나고등학교,36683927.25,2076.5,4,40648221.0,19024897.0,34,7,0,은평구,95,105,71
강남구보훈회관,97098086.47457626,3148.4576271186443,3,119154831.0,87968931.0,75,8,1,강남구,4274,3307,5247
강남구청역 2번,185567075.72413796,4218.827586206897,1,103739721.0,81201425.0,57,4,1,강남구,6984,6716,4910
강남구청역 4번,231020959.1025641,5309.205128205128,1,296134747.0,238406032.0,149,12,2,강남구,25132,21754,19741
강남세브란스병원미래의학연구센터,55027579.88235294,4269.264705882353,4,254740419.0,178787715.0,37,7,0,강남구,7260,4984,7574
개포고등학교,200361738.57246375,9609.492753623188,20,97572318.0,69884592.0,187,22,2,강남구,10325,7320,10886
개포지구대옆,129949234.01886792,4973.8490566037735,4,286828360.0,213601238.0,98,7,1,강남구,12908,10783,16294
국기원,756408777.5882353,43235.705882352944,1,127026407.0,87739322.0,43,5,1,강남구,8539,14221,6029
국립국악고등학교,407232503.2173913,16248.391304347826,4,235287125.0,175799381.0,105,8,1,강남구,9142,7935,10725
국악고교사거리,362296924.1313132,15087.89898989899,10,207906896.0,160762137.0,179,16,4,강남구,8855,8138,10169
논현2동주민센터,282778315.85555553,7858.7555555555555,11,424063961.0,320981243.0,286,47,9,강남구,41543,40176,29669
논현로18길,390026332.85,12547.25,2,75667911.0,45265291.0,39,1,0,강남구,3241,2719,3271
논현목련공원,83134194.4375,9236.5,1,140476719.0,89319670.0,27,1,0,강남구,3904,2989,4813
논현역 7번,72970991.14285715,152.14285714285714,1,153780071.0,130798482.0,22,0,0,강남구,3730,3399,2937
논현초등학교,894669582.4183674,22607.663265306124,29,1113491654.0,777581370.0,330,52,8,강남구,63451,49940,67832
대왕초등학교(세곡동사거리서남측),121287767.71641792,5995.358208955224,1,71198056.0,46604548.0,47,8,1,강남구,1470,1397,1182
대청초등학교,568216899.8295455,30650.17613636364,75,1642914131.0,1251073315.0,568,39,9,강남구,39733,33741,48134
대치2동주민센터,433622081.516129,8440.193548387097,6,305997687.0,220474866.0,119,7,1,강남구,16564,18160,17408
대치동아우편취급국,185035427.28070176,8381.982456140351,8,271503392.0,215348116.0,94,11,2,강남구,14616,13818,12432
도곡2동주민센터(대치중학교),127837328.93333334,7200.733333333334,0,18300653.0,13205596.0,21,1,0,강남구,346,301,287
도곡초등학교,493435628.58947366,20660.55789473684,21,937593874.0,651824652.0,313,45,8,강남구,36891,37413,46651
도산공원북측,514009865.0384616,5269.346153846154,0,19232897.0,15723364.0,40,8,0,강남구,3522,4070,1919
매봉역 1번,1093078798.0285714,33623.8,3,124174281.0,99775071.0,53,6,0,강남구,7641,7068,6141
베르사이유1아파트,263655086.1818182,7839.954545454545,0,221542825.0,167145930.0,60,3,0,강남구,19458,16124,13849
봉은사역 4번,99837413.27777778,2985.925925925926,4,379831245.0,295676403.0,82,4,1,강남구,10839,8126,12390
삼성중앙역 5번,1663696666.8421052,11774.421052631578,2,67684921.0,58484050.0,40,4,1,강남구,4971,5332,2300
삼성중앙역 7번,23115706.19230769,1156.5384615384614,2,95009946.0,65104733.0,36,4,0,강남구,5425,4585,5555
선정릉역 4번,330976336.2264151,20670.11320754717,10,742272372.0,528859765.0,135,13,3,강남구,15194,11793,14987
신구중학교,440646858.42105263,7406.473684210527,1,65441329.0,53878634.0,35,4,0,강남구,2014,2006,1089
신사은행나무공원,152102300.30232558,5471.325581395349,2,143622229.0,89906647.0,76,16,1,강남구,10827,10607,10885
싸리고개근린공원,17765145.5,450.0,3,95630314.0,78358692.0,17,3,0,강남구,5074,4744,5826
아래방죽마을공원(율현초등학교),158009565.5,6136.678571428572,7,116402561.0,56992896.0,49,9,0,강남구,520,495,264
언북중학교,270429147.5272727,15426.672727272728,8,378039666.0,276443145.0,205,17,3,강남구,23567,20394,16395
언북초등학교,126492462.41509436,5451.11320754717,5,269244279.0,193261294.0,161,22,3,강남구,15658,12792,16619
언주역 3번,330076570.7719298,17326.842105263157,11,345201563.0,253744669.0,144,17,4,강남구,22804,19040,19719
언주역 6번,132616679.47272728,7575.036363636364,8,384884388.0,273184829.0,117,10,4,강남구,20275,17017,16173
언주역 8번,89564671.21052632,256.63157894736844,1,171590408.0,128595293.0,41,3,0,강남구,7504,6709,5894
언주중학교,141308045.41463414,8021.121951219512,2,210856526.0,165360687.0,62,7,0,강남구,13293,10955,14703
역삼역 4번,155422874.2580645,10135.064516129032,4,257614774.0,191641265.0,95,7,5,강남구,10086,9462,5472
역삼역 8번,159325894.68055555,10058.513888888889,10,224952107.0,161460500.0,103,15,3,강남구,14918,12463,12111
역삼월드메르디앙아파트,75722998.4375,3321.6041666666665,1,212528007.0,158022568.0,64,6,1,강남구,8151,6540,9515
영동대교남단,111557631.42105263,1922.0,1,59091812.0,48352446.0,34,3,0,강남구,6458,5607,6751
윗방죽마을공원,296003373.72727275,26947.196969696968,20,201956825.0,147224773.0,88,23,2,강남구,1418,1240,1710
은곡마을(은곡마을공원),778700754.231884,24741.33333333333,47,73776810.0,49420372.0,109,20,5,강남구,2359,2206,2379
은광여고,131672759.95,10270.3,1,102082940.0,79989420.0,28,0,0,강남구,2382,1860,1932
청담근린공원,159619663.4375,13921.5,2,160835694.0,124508430.0,45,4,1,강남구,4770,4205,3162
청담역 12번,76340183.18181819,3593.3636363636365,2,15630056.0,12541899.0,24,1,0,강남구,1699,1654,1159
청담역 3번,452485267.7142857,2645.785714285714,2,198138633.0,154295177.0,53,8,1,강남구,2982,2686,2292
청담초등학교,721882387.2105263,1445.421052631579,0,168160301.0,140744462.0,56,2,0,강남구,8203,6679,8432
포이초등학교(개포목련어린이공원),349185634.7029703,13488.920792079209,20,471761705.0,350604435.0,313,32,3,강남구,22618,12750,32176
학동근린공원,233303290.5,1597.4545454545455,2,224352668.0,184983732.0,72,3,0,강남구,9737,9105,6137
학동초등학교,34802017.9375,214.875,2,189753692.0,147268907.0,55,7,0,강남구,7124,6404,6571
한남IC,252923691.5283019,14144.943396226416,4,77535328.0,59171317.0,132,20,3,강남구,7938,8424,6643
건대입구역 1번,185188741.36507937,7155.587301587301,9,240363349.0,93705491.0,111,9,2,광진구,29998,31296,41890
건대입구역 6번,485894021.9708029,24421.620437956204,21,898930762.0,476067429.0,409,72,10,광진구,38782,36131,51659
광나루역 1번,316138651.76785713,21987.25,7,128787742.0,94476566.0,90,8,0,광진구,8674,8005,7234
광진경찰서,72558727.88571429,5754.8,7,209244602.0,123853362.0,50,4,1,광진구,11892,7875,16724
광진구청,163457329.20754716,15210.754716981131,9,455837767.0,297626503.0,155,12,2,광진구,19807,15073,22011
광진정말공원,197532329.88,9727.456,16,594131814.0,350294396.0,247,27,5,광진구,33056,28509,45252
광진정보도서관,432976169.53333336,16311.24,16,270451244.0,192028511.0,236,22,3,광진구,6487,6054,6254
광진초등학교,173902026.375,13783.80357142857,6,507681097.0,321980244.0,135,25,3,광진구,15508,13221,19602
구남초등학교,173817471.62745097,12117.980392156862,5,174438611.0,115946026.0,67,4,1,광진구,8565,6259,11005
구의1동주민센터,277894650.42975205,13953.90082644628,23,762006977.0,455938856.0,294,37,8,광진구,39777,32609,52607
구의역 4번,280593919.408805,16378.471698113208,33,1167374183.0,650461276.0,452,50,12,광진구,73457,66122,92735
국립정신건강센터,170794542.82795697,8115.924731182796,12,559917368.0,352912996.0,177,28,4,광진구,16219,11444,24201
군자역 4번,130541740.62121212,7688.757575757576,10,432502981.0,303974409.0,127,14,2,광진구,9912,8084,14230
군자역 5번,236516211.16949156,13960.627118644068,16,746386592.0,455194039.0,128,19,4,광진구,18597,13220,28249
능동우편취급국,175947816.89423078,14201.721153846154,16,875450491.0,508058329.0,221,27,6,광진구,15383,11654,22310
대원고등학교,94198631.01298702,6124.844155844156,6,365309443.0,258486604.0,96,6,3,광진구,10929,9139,9961
동대부여고,146729542.82954547,8900.46590909091,13,820877653.0,483368049.0,178,17,4,광진구,59398,43477,86061
동의초등학교,41439330.1875,1984.15625,3,240765044.0,153849800.0,40,3,0,광진구,2025,1411,3014
뚝섬유원지역 1번,95615772.65454546,2733.454545454545,1,16298928.0,9267953.0,38,0,0,광진구,4776,4407,5969
성동초등학교,174708635.8372093,13052.686046511628,5,298323880.0,186160900.0,106,8,2,광진구,13427,10786,15107
성자초등학교,153850513.0944882,8259.763779527559,21,348676748.0,244148892.0,180,21,5,광진구,12000,9628,15341
세종대학교,171505904.92,4245.96,4,139436730.0,97259571.0,39,6,0,광진구,4816,3326,6353
신자초등학교,129147657.35779816,6019.724770642202,15,402797411.0,241733714.0,186,9,2,광진구,29542,25595,44105
아차산역 1번,235865772.8671875,10436.4453125,15,611027476.0,416284284.0,218,24,4,광진구,26272,25264,35640
아차산역 5번,1292130086.2105262,6495.263157894737,5,419031431.0,270079798.0,70,5,1,광진구,8819,7068,8524
어린이대공원역 3번,173886771.5,17457.840909090908,13,156429441.0,70757158.0,80,16,1,광진구,17096,14943,19656
어린이대공원역 4번,124636450.65625,8706.8125,3,192584381.0,103070587.0,50,8,1,광진구,7413,5800,10165
용마초등학교,232772714.4469697,12822.05303030303,17,850417927.0,541299459.0,287,25,4,광진구,30917,23082,45663
자양4동주민센터,211265732.2878788,9448.954545454546,14,491577987.0,225434061.0,250,26,5,광진구,38978,35958,50989
자양동우체국,95519761.01851852,6119.666666666667,19,764587247.0,493632251.0,199,26,6,광진구,22834,17925,34134
자양한강도서관,235324523.7983193,13105.495798319327,16,579568041.0,335582555.0,200,29,5,광진구,23113,18656,32955
장로회신학대학교,98360755.5945946,7203.378378378378,6,175622753.0,110754731.0,60,14,2,광진구,4396,3524,5055
장안초등학교,121711943.63157897,12430.578947368422,2,85537542.0,45836501.0,35,5,1,광진구,5041,3619,7053
중곡1동 마을마당,221213622.05769232,13779.71153846154,13,675630821.0,360651333.0,211,22,4,광진구,35249,26323,52341
중곡1동주민센터,51813696.571428575,2514.285714285714,2,291515555.0,192675986.0,43,11,1,광진구,5298,5182,6588
중곡3동주민센터,231171532.9925373,14964.328358208955,17,821899251.0,417952063.0,275,32,6,광진구,39446,34513,60972
중곡4동주민센터,131248933.5925926,13311.222222222224,3,286764040.0,190602444.0,31,3,1,광진구,6269,4210,10663
중곡어린이공원,133732173.0652174,7638.108695652174,6,218084933.0,111215410.0,60,5,1,광진구,4970,3353,8198
중곡역 3번,178988841.92741936,12897.548387096776,24,624702020.0,348186461.0,268,21,6,광진구,18409,16310,23621
푸른동산공원,107374009.9846154,8002.923076923077,8,789749727.0,480873807.0,137,19,5,광진구,18015,16279,24597
해오름공원,108416134.55238096,8937.2,9,733480352.0,414811543.0,191,20,2,광진구,22471,19212,33545
화양사거리,295629853.5625,24478.11458333333,22,511885528.0,280282406.0,225,32,7,광진구,41645,31164,58532
경복고등학교,114349927.89473684,3136.4736842105262,1,60033663.0,42137551.0,36,6,0,종로구,1645,1318,707
경신고등학교,115232831.65,7963.8125,6,213067686.0,141197378.0,97,9,1,종로구,14568,11190,16801
대신고등학교,131540318.95454544,3642.5454545454554,2,205649728.0,111843712.0,28,3,0,종로구,7990,7768,7856
독립문역 1번,439523330.5316456,29160.37974683544,7,54998987.0,40933079.0,87,7,1,종로구,6890,6108,7148
동대문역 1번,196299631.67741936,12385.10752688172,7,659783363.0,377518732.0,135,8,2,종로구,59245,48435,76251
동대문역 3번,220099856.25,15234.107142857143,1,61441032.0,30616584.0,30,2,0,종로구,4345,3783,4778
동묘앞역 2번,87076892.84810127,5410.594936708861,13,488425345.0,311826547.0,127,12,3,종로구,16771,12805,21528
동묘앞역 3번,389537565.625,22097.604166666668,4,50746058.0,27145360.0,79,10,1,종로구,7651,6371,6836
배화여자대학교(박노수미술관),397392852.5824176,21394.813186813182,8,683186826.0,461869492.0,219,28,4,종로구,24374,18881,28903
부암동주민센터,127814961.55,8915.7,1,71242932.0,42702682.0,22,5,0,종로구,146,131,142
사직공원(한국사회과학도서관),136250361.05,5026.0,2,348226174.0,225229175.0,56,5,0,종로구,9012,6867,12332
서울국제고등학교,171044667.0909091,15453.532467532468,13,452132567.0,243437040.0,114,14,1,종로구,33459,24590,44493
서울대병원,273365534.59375,31786.09375,17,108261409.0,63413630.0,52,11,2,종로구,7193,6570,3751
성곡미술관,417731881.5492958,17454.23943661972,19,273854172.0,223172184.0,346,17,7,종로구,13865,11740,11282
성균관대학교,121649781.96470588,9754.282352941176,11,242915806.0,119906366.0,137,18,3,종로구,18727,17888,21850
세검정,127155909.64615384,7262.6,6,221446948.0,149822911.0,78,8,1,종로구,3387,3018,4088
세검정초등학교,125883772.79746836,6587.911392405063,6,336704220.0,227367090.0,126,8,2,종로구,7288,5358,10706
수족관거리,284657024.4375,3917.875,1,12883390.0,4539540.0,30,2,0,종로구,2225,1566,2195
신설동역 12번,121968356.13043478,10185.847826086956,6,262179152.0,159492052.0,99,10,2,종로구,16527,13622,22465
이북5도청사,146330229.2222222,8105.777777777777,3,129126028.0,88343761.0,40,2,0,종로구,3274,2841,3916
이화달팽이길,230014369.8875,27475.2125,10,639329757.0,301059297.0,159,13,1,종로구,42047,32695,46426
자하문터널,189486989.4,6241.975,5,236811262.0,171575865.0,72,10,0,종로구,2819,2247,4136
정독도서관,104008396.0,406.8333333333333,1,130969540.0,78411323.0,42,3,0,종로구,8393,7112,7086
종로5가역 4번,89433260.38709678,9415.064516129032,1,21823990.0,11514334.0,39,2,0,종로구,4090,3703,2080
중앙고등학교,338436143.7818182,16685.272727272728,9,412408387.0,255458150.0,174,19,2,종로구,8876,7006,6429
창덕궁,329813851.2765958,7920.468085106383,3,88835562.0,36997427.0,211,21,3,종로구,5441,5602,2532
창신1동주민센터,217197615.16666663,7161.0,0,49432815.0,37878744.0,67,12,2,종로구,6978,5055,6740
창신역 1번,60282128.80851064,3661.063829787234,5,45141262.0,27324757.0,59,1,0,종로구,1880,1946,1792
창신역 4번,222422111.5882353,16548.43137254902,6,230468757.0,117145190.0,89,6,2,종로구,13571,13233,14208
청와대사랑채,506291538.0,16997.625,2,82062934.0,58114084.0,28,6,0,종로구,1263,1154,620
청운초등학교,51724759.5,2796.5,0,72815096.0,48549219.0,20,2,0,종로구,777,467,807
체부동홍종문가옥,36586783.8,152.2,0,47549857.0,31499997.0,19,1,0,종로구,4067,3823,3633
충신시장옆,312368707.90909094,12437.954545454546,1,65006144.0,37600382.0,49,3,0,종로구,3507,3028,2791
평창동동측,292954291.46875,5246.28125,2,408705625.0,302457726.0,84,1,1,종로구,1002,723,1160
평창동서측,247702096.65942028,10932.557971014492,15,538964071.0,404132363.0,184,18,4,종로구,3644,2846,5364
혜화역 1번,65986455.02941176,4859.235294117647,3,391481162.0,236358594.0,74,15,1,종로구,6056,7955,6060
혜회동주민센터,172744342.32786885,5927.475409836065,4,139291704.0,87008490.0,83,7,1,종로구,6602,6028,6402
홍지문,27130573.25,2794.25,0,58662412.0,39311898.0,14,0,0,종로구,183,158,171
경수초등학교,606856938.2068965,17917.74712643678,15,349168657.0,219151255.0,378,58,6,성동구,27780,25361,20904
금동어린이공원,115534708.45762712,5877.932203389831,8,456565921.0,255453797.0,117,9,1,성동구,14073,13739,19028
금북초등학교,134585416.5,2830.2,4,118785288.0,74923959.0,34,3,1,성동구,2119,1936,2682
